smiles,LogS(mol/L),Normalized SMILES,index
CN(C)CCC=C1c2ccccc2COc2ccccc21,-3.946502168,CN(C)CCC=C1c2ccccc2COc2ccccc21,277
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,-3.167623048,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,278
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-3.054109988,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,279
OCc1ccccc1,-0.51546359,OCc1ccccc1,280
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,-3.950455327,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,281
Cn1cnc2c1c(=O)[nH]c(=O)n2C,-2.737154076,Cn1cnc2c1c(=O)[nH]c(=O)n2C,282
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,-4.080556841,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,283
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-2.956528242,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,284
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,-1.829322155,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,285
c1ccc2[nH]ccc2c1,-1.51728451,c1ccc2[nH]ccc2c1,286
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,-3.410358666,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,287
O=c1cc[nH]c(=O)[nH]1,-1.49325197,O=c1cc[nH]c(=O)[nH]1,288
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,-4.078338887,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,289
c1ccc(CC2=NCCN2)cc1,-2.63299624,c1ccc(CC2=NCCN2)cc1,290
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-2.835370901,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,291
O=P1(NCCCl)OCCCN1CCCl,-1.839291785,O=P1(NCCCl)OCCCN1CCCl,292
Cc1c[nH]c(=O)[nH]c1=O,-1.518697527,Cc1c[nH]c(=O)[nH]c1=O,293
CCC1(C)CC(=O)NC1=O,-0.556449272,CCC1(C)CC(=O)NC1=O,294
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,-4.949453438,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,295
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,-5.02368006,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,296
NCC(CC(=O)O)c1ccc(Cl)cc1,-1.67180932,NCC(CC(=O)O)c1ccc(Cl)cc1,297
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.860358511,CCN(CC)C(=S)SSC(=S)N(CC)CC,298
NC(=O)CC[C@H](N)C(=O)O,-0.548832424,NC(=O)CC[C@H](N)C(=O)O,299
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,-4.954846594,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,300
N[C@@H](CO)C(=O)O,0.606816793,N[C@@H](CO)C(=O)O,301
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.879461731,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,302
N[C@@H](Cc1c[nH]cn1)C(=O)O,-0.531799813,N[C@@H](Cc1c[nH]cn1)C(=O)O,303
Oc1ccccc1O,0.621871796,Oc1ccccc1O,304
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,-5.018409822,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,305
CCCCCCCCCCCC(=O)O,-4.619574466,CCCCCCCCCCCC(=O)O,306
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,-3.987283408,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,307
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,-3.750431249,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,308
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,-2.892659514,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,309
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-2.860813523,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,310
O=NN(CCCl)C(=O)NCCCl,-1.728455241,O=NN(CCCl)C(=O)NCCCl,311
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.712034114,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,312
C=C(C)[C@@H]1C2OC(=O)C1[C@]1(O)CC3O[C@]34C(=O)O[C@H]2[C@]14C.CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,-2.167233163,C=C(C)[C@@H]1C2OC(=O)C1[C@]1(O)CC3O[C@]34C(=O)O[C@H]2[C@]14C.CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,313
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,-3.951438703,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,314
CN(C)/N=N/c1[nH]cnc1C(N)=O,-1.635204934,CN(C)/N=N/c1[nH]cnc1C(N)=O,315
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,-4.003515336,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,316
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,-1.773464286,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,317
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-3.025922177,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,318
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-2.73491381,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,319
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-3.878560816,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,320
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-2.923774586,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,321
c1ccc2cnccc2c1,-1.455984894,c1ccc2cnccc2c1,322
N[C@H](Cc1ccc(O)cc1)C(=O)O,-2.602032428,N[C@H](Cc1ccc(O)cc1)C(=O)O,323
CCCC(C)(COC(N)=O)COC(N)=O,-1.666856792,CCCC(C)(COC(N)=O)COC(N)=O,324
N[C@@H](Cc1ccc(O)cc1)C(=O)O,-2.577795116,N[C@@H](Cc1ccc(O)cc1)C(=O)O,325
CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],-0.657649334,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],326
O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.397628056,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,327
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.638418874,CCCCC1(CC)C(=O)NC(=O)NC1=O,328
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.711703086,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,329
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.503666192,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,330
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,-5.117832863,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,331
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-4.934875013,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,332
CC(=O)N[C@@H]1C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](OC2[C@@H](NC(C)=O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@@H]1C(=O)O,-2.191254559,CC(=O)N[C@@H]1C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](OC2[C@@H](NC(C)=O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@@H]1C(=O)O,333
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,-4.804933027,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,334
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,-0.944365351,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,335
CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-5.276853539,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,336
CSCC[C@H](N)C(=O)O,-0.42098441,CSCC[C@H](N)C(=O)O,337
CC(C)[C@H](N)C(=O)O,-0.30157271,CC(C)[C@H](N)C(=O)O,338
O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.520090564,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,339
c1ccc2[nH]c(-c3cscn3)nc2c1,-3.604761569,c1ccc2[nH]c(-c3cscn3)nc2c1,340
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.755478476,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,341
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,-1.068632918,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,342
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,-0.778572312,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,343
CCN(CC)CCNC(=O)c1ccc(N)cc1,-1.668377243,CCN(CC)CCNC(=O)c1ccc(N)cc1,344
CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,-1.718599294,CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,345
CCC(N)Cc1c[nH]c2ccccc12,-2.567208178,CCC(N)Cc1c[nH]c2ccccc12,346
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0.257102427,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,347
CCN1C(=O)NC(c2ccccc2)C1=O,-1.587475408,CCN1C(=O)NC(c2ccccc2)C1=O,348
N[C@@H](CC(=O)O)C(=O)O,-1.3925981,N[C@@H](CC(=O)O)C(=O)O,349
CCCNC(C)C(=O)Nc1ccccc1C,-2.609838325,CCCNC(C)C(=O)Nc1ccccc1C,350
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.675609352,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,351
C=CCc1ccccc1OCC(O)CNC(C)C,-2.658819608,C=CCc1ccccc1OCC(O)CNC(C)C,352
CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,-3.850062254,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,353
C=CC(N)CCC(=O)O,-0.36996635,C=CC(N)CCC(=O)O,354
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,-3.915298995,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,355
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.636730188,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,356
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],-2.632800065,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],357
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-3.695058064,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,358
O=C(O)c1ccc(O)cc1O,-1.425931444,O=C(O)c1ccc(O)cc1O,359
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,-3.782939989,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,360
CNCCCN1c2ccccc2CCc2ccccc21,-3.65760514,CNCCCN1c2ccccc2CCc2ccccc21,361
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,-2.720405857,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,362
CN1C(=O)OC(C)(C)C1=O,-0.456792829,CN1C(=O)OC(C)(C)C1=O,363
COc1ccccc1OCC(O)CO,-0.598168265,COc1ccccc1OCC(O)CO,364
NC1(C(=O)O)CCCC1,-0.412147945,NC1(C(=O)O)CCCC1,365
Cc1ncc(CO)c(C=O)c1O,0.475832446,Cc1ncc(CO)c(C=O)c1O,366
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,-0.059079935,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,367
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,-2.299464463,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,368
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,-4.716922082,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,369
CC(C(=O)O)C(=O)O,0.759664007,CC(C(=O)O)C(=O)O,370
S=c1nc[nH]c2nc[nH]c12,-3.088927333,S=c1nc[nH]c2nc[nH]c12,371
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.782967941,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,372
NCCc1ccc(O)c(O)c1,0.592953722,NCCc1ccc(O)c(O)c1,373
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,-2.789358573,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,374
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.574313887,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,375
CC(C)NCC(O)COc1cccc2ccccc12,-3.623590036,CC(C)NCC(O)COc1cccc2ccccc12,376
CCCCCCCCCC(=O)O,-3.445207565,CCCCCCCCCC(=O)O,377
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,-2.846184277,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,378
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,-3.587186833,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,379
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-3.657258273,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,380
CCN(CC)C(=O)N1CCN(C)CC1,-0.495353048,CCN(CC)C(=O)N1CCN(C)CC1,381
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,-4.081041828,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,382
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.770974971,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,383
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-3.697605013,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,384
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.522761425,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,385
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,-6.641379466,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,386
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,-4.600316343,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,387
O=C(O)CC(=O)O,0.865234456,O=C(O)CC(=O)O,388
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,-0.441637156,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,389
C/C(=C/C(=O)O)C(=O)O,0.779488805,C/C(=C/C(=O)O)C(=O)O,390
OC(O)C(Cl)(Cl)Cl,0.680729805,OC(O)C(Cl)(Cl)Cl,391
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,-0.515222671,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,392
O=c1nc[nH]c2nc[nH]c12,-2.28879678,O=c1nc[nH]c2nc[nH]c12,393
Cc1cccc(C)c1NC(=O)C1CCCCN1C,-1.991356552,Cc1cccc(C)c1NC(=O)C1CCCCN1C,394
O=C(O)/C=C/C(=O)O,-1.219630176,O=C(O)/C=C/C(=O)O,395
CN1C(=O)CC(c2ccccc2)C1=O,-1.430608121,CN1C(=O)CC(c2ccccc2)C1=O,396
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.617163181,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,397
O=C(O)c1ccc(Cl)cc1,-3.33736496,O=C(O)c1ccc(Cl)cc1,398
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.615298528,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,399
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.388790201,Cn1c(=O)c2[nH]cnc2n(C)c1=O,400
Nc1ccncc1,-0.10442482,Nc1ccncc1,401
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,-3.570173997,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,402
Nc1ccc(S(N)(=O)=O)cc1,-1.360984494,Nc1ccc(S(N)(=O)=O)cc1,403
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-3.511930215,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,404
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,-1.550017208,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,405
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-3.476499869,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,406
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,-3.499853592,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,407
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.484763966,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,408
O=C(O)CCC(=O)O,-0.152082441,O=C(O)CCC(=O)O,409
CCC1(C)OC(=O)N(C)C1=O,-1.272082354,CCC1(C)OC(=O)N(C)C1=O,410
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.610972978,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,411
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,-4.685542704,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,412
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-0.438364012,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,413
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.603628758,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,414
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.677442693,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,415
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,-2.532311192,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,416
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,-1.56987615,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,417
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,-3.64772455,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,418
O=Cc1ccc(O)cc1,-1.15993471,O=Cc1ccc(O)cc1,419
N[C@@H](CCC(=O)O)C(=O)O,-1.234718347,N[C@@H](CCC(=O)O)C(=O)O,420
N[C@H](CCC(=O)O)C(=O)O,-1.219286203,N[C@H](CCC(=O)O)C(=O)O,421
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.64440661,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,422
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-4.490497609,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,423
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,-4.46581042,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,424
C/C=C/C(=O)O,0.038179182,C/C=C/C(=O)O,425
C[C@@H](O)[C@H](N)C(=O)O,-0.089210034,C[C@@H](O)[C@H](N)C(=O)O,426
CC(C)NCC(O)c1cc(O)cc(O)c1,-4.338040607,CC(C)NCC(O)c1cc(O)cc(O)c1,427
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,-1.539437135,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,428
CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.363755337,CN(C)c1nc(N(C)C)nc(N(C)C)n1,429
