smiles,LogS(mol/L),Normalized SMILES,index
CN1CC2CCC(C1)N2C(=O)c1ccncc1,-2.0831,CN1CC2CCC(C1)N2C(=O)c1ccncc1,12874
CN1CC2CCC(C1)N2C(=O)CC(=O)O,-1.2699,CN1CC2CCC(C1)N2C(=O)CC(=O)O,12875
CN1CC2CCC(C1)N2CCOC(=O)c1ccc(N)cc1,-1.424,CN1CC2CCC(C1)N2CCOC(=O)c1ccc(N)cc1,12876
CN1CC2CCC(C1)N2CCOC(=O)C1CCCC1c1ccccc1,-3.9261,CN1CC2CCC(C1)N2CCOC(=O)C1CCCC1c1ccccc1,12877
CN1Cc2ccc(Cl)cc2CO1,-2.735,CN1Cc2ccc(Cl)cc2CO1,12878
CN1Cc2ccccc2CO1,-1.9332,CN1Cc2ccccc2CO1,12879
CN1Cc2ccccc2N(C)c2ccccc21,-5.7286,CN1Cc2ccccc2N(C)c2ccccc21,12880
CN1Cc2ccccc2S1(=O)=O,-1.4117,CN1Cc2ccccc2S1(=O)=O,12881
CN1CC2CCN(C(=O)/C=C/c3ccc([N+](=O)[O-])s3)C1C2,-3.0644,CN1CC2CCN(C(=O)/C=C/c3ccc([N+](=O)[O-])s3)C1C2,12882
Cn1cc2nccnc2nc1=O,-0.9089,Cn1cc2nccnc2nc1=O,12883
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,-5.5517,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,12884
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,-5.4535,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,12885
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,-4.62,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,12886
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,-4.6178,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,12887
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,-5.7254,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,12888
Cn1ccc(=O)[nH]c1=O,-0.8,Cn1ccc(=O)[nH]c1=O,12889
Cn1ccc(=O)c2ccccc21,-0.9818,Cn1ccc(=O)c2ccccc21,12890
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,-4.26,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,12891
CN1CCC(c2ccccc2)(c2ccccc2)CC1.Cl,-3.6612,CN1CCC(c2ccccc2)(c2ccccc2)CC1.Cl,12892
CN1CCC(CC(=O)NC2C=CC(n3ccc(N)nc3=O)OC2C(=O)O)N=C1N,0.14874,CN1CCC(CC(=O)NC2C=CC(n3ccc(N)nc3=O)OC2C(=O)O)N=C1N,12893
CN1CCC(CCN2CC[C@]34CCCC[C@H]3[C@H]2Cc2ccc(O)cc24)CC1.O=S(=O)(O)O,-4.7478,CN1CCC(CCN2CC[C@]34CCCC[C@H]3[C@H]2Cc2ccc(O)cc24)CC1.O=S(=O)(O)O,12894
CN1CCC(Cl)CC1,-1.9404,CN1CCC(Cl)CC1,12895
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,-5.9807,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,12896
CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,-4.0865,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,12897
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,-4.6596,CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,12898
CN1CCC(N2NC(C3CCCCC3)C(CC3CCCCC3)C2=O)CC1,-4.6596,CN1CCC(N2NC(C3CCCCC3)C(CC3CCCCC3)C2=O)CC1,12899
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,-6.24,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,12900
CN1CCC(NCC2CCC(CNC3CCN(C)CC3)CC2)CC1,-3.1967,CN1CCC(NCC2CCC(CNC3CCN(C)CC3)CC2)CC1,12901
Cn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-2.36,Cn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,12902
CN1CCC(O)(C2CCCCC2)CC1.Cl,-1.9124,CN1CCC(O)(C2CCCCC2)CC1.Cl,12903
CN1CCC(O)CC1,-0.037776,CN1CCC(O)CC1,12904
CN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)(c2ccccc2)CC1.Cl,-6.0618,CN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)(c2ccccc2)CC1.Cl,12905
CN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.Cl,-4.0918,CN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.Cl,12906
CN1CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.Cl,-2.6122,CN1CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.Cl,12907
CN1CCC(OC(=O)C2CCc3cc(C4CCCCC4)ccc32)CC1.Cl,-7.2678,CN1CCC(OC(=O)C2CCc3cc(C4CCCCC4)ccc32)CC1.Cl,12908
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,-3.5548,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,12909
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-4.1022,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,12910
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,-5.8545,CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,12911
CN1CCC[C@@H]1c1cccnc1,0.79,CN1CCC[C@@H]1c1cccnc1,12912
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,-5.57,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,12913
CN1CCC[C@H](CN2c3ccccc3Sc3ccccc32)C1,-4.74,CN1CCC[C@H](CN2c3ccccc3Sc3ccccc32)C1,12914
CN1CCC[C@H]1c1ccc[n+](C)c1.[I-],0.51688,CN1CCC[C@H]1c1ccc[n+](C)c1.[I-],12915
CN1CCC2(C)CC1Cc1ccccc12.Cl,-2.5386,CN1CCC2(C)CC1Cc1ccccc12.Cl,12916
CN1CCC2=C(CCCC2)C1CCc1ccc([N+](=O)[O-])cc1,-5.2224,CN1CCC2=C(CCCC2)C1CCc1ccc([N+](=O)[O-])cc1,12917
CN1CCC2=C(CCCC2)C1CCc1ccc(Cl)cc1,-5.4622,CN1CCC2=C(CCCC2)C1CCc1ccc(Cl)cc1,12918
CN1CCC2=C(CCCC2)C1CCc1cccc([N+](=O)[O-])c1,-5.2224,CN1CCC2=C(CCCC2)C1CCc1cccc([N+](=O)[O-])c1,12919
CN1CCC2=C(CCCC2)C1CCc1ccccc1,-4.6598,CN1CCC2=C(CCCC2)C1CCc1ccccc1,12920
CN1CCC2=C(CCCC2)C1CCc1ccccc1[N+](=O)[O-],-5.2224,CN1CCC2=C(CCCC2)C1CCc1ccccc1[N+](=O)[O-],12921
CN1CCC23C=CC=CC2C1Cc1ccc(O)c(O)c13,-1.72,CN1CCC23C=CC=CC2C1Cc1ccc(O)c(O)c13,12922
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,-2.1,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,12923
CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5,-2.222,CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5,12924
CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2CCCC3C1C5,-4.22,CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2CCCC3C1C5,12925
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,-2.72,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,12926
CN1CCc2c(cccc2NC(=O)c2ccccc2)C1,-2.9383,CN1CCc2c(cccc2NC(=O)c2ccccc2)C1,12927
CN1CCc2c(cccc2NC(=O)C2CCCCC2)C1,-3.5538,CN1CCc2c(cccc2NC(=O)C2CCCCC2)C1,12928
CN1CCc2cc(O)c(O)cc2C1.Cl,0.1462,CN1CCc2cc(O)c(O)cc2C1.Cl,12929
CN1CCc2cc(O)ccc2C1.Cl,-0.1542,CN1CCc2cc(O)ccc2C1.Cl,12930
CN1CCC2CC1N(C(=O)/C=C/c1ccc([N+](=O)[O-])s1)C2,-3.0644,CN1CCC2CC1N(C(=O)/C=C/c1ccc([N+](=O)[O-])s1)C2,12931
Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,-3.31,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,12932
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,-5.06,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,12933
CN1CCc2ccccc2C1,-0.94008,CN1CCc2ccccc2C1,12934
CN1CCc2ccccc2C1.Cl,-1.0362,CN1CCc2ccccc2C1.Cl,12935
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,-3.97,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,12936
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,-4.882,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,12937
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,-6.661,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,12938
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,-4.7374,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,12939
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,-6.188,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,12940
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,-2.766,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,12941
Cn1cccc/c1=N/S(=O)(=O)c1ccc(N)cc1,-2.3713,Cn1cccc/c1=N/S(=O)(=O)c1ccc(N)cc1,12942
Cn1cccc1/C=C/[N+](=O)[O-],-7.157,Cn1cccc1/C=C/[N+](=O)[O-],12943
CN1CCCC1=O,1,CN1CCCC1=O,12944
CN1CCCC1c1c[nH]c2ccc(Br)cc12,-2.9081,CN1CCCC1c1c[nH]c2ccc(Br)cc12,12945
CN1CCCC1c1c[nH]c2ccc(Cl)cc12,-2.3754,CN1CCCC1c1c[nH]c2ccc(Cl)cc12,12946
CN1CCCC1c1c[nH]c2ccc(F)cc12,-1.8766,CN1CCCC1c1c[nH]c2ccc(F)cc12,12947
CN1CCCC1c1c[nH]c2ccc(OCc3ccccc3)cc12,-3.8746,CN1CCCC1c1c[nH]c2ccc(OCc3ccccc3)cc12,12948
CN1CCCC1c1c[nH]c2cccc(Cl)c12,-2.3754,CN1CCCC1c1c[nH]c2cccc(Cl)c12,12949
CN1CCCC1c1c[nH]c2ccccc12,-1.5741,CN1CCCC1c1c[nH]c2ccccc12,12950
Cn1cccc1-c1cccnc1,-2.065,Cn1cccc1-c1cccnc1,12951
CN1CCCC1c1cccnc1,0.7887,CN1CCCC1c1cccnc1,12952
CN1CCCC1C1CCCNC1,-2.065,CN1CCCC1C1CCCNC1,12953
CN1CCCC1c1cccnc1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,0.33497,CN1CCCC1c1cccnc1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,12954
CN1CCCC1c1cn(C)c2ccccc12,-2.1435,CN1CCCC1c1cn(C)c2ccccc12,12955
CN1CCCC1C1CNC2CCC(Br)CC21,-2.9081,CN1CCCC1C1CNC2CCC(Br)CC21,12956
CN1CCCC1C1CNC2CCC(Cl)CC21,-2.3754,CN1CCCC1C1CNC2CCC(Cl)CC21,12957
CN1CCCC1C1CNC2CCC(F)CC21,-1.8766,CN1CCCC1C1CNC2CCC(F)CC21,12958
CN1CCCC1C1CNC2CCC(OCC3CCCCC3)CC21,-3.8746,CN1CCCC1C1CNC2CCC(OCC3CCCCC3)CC21,12959
CN1CCCC1C1CNC2CCCC(Cl)C21,-2.3754,CN1CCCC1C1CNC2CCCC(Cl)C21,12960
CN1CCCC1C1CNC2CCCCC21,-1.5741,CN1CCCC1C1CNC2CCCCC21,12961
CN1CCCCC1,0.23,CN1CCCCC1,12962
Cn1ccccc1=O,0.96,Cn1ccccc1=O,12963
CN1CCCCC1=O,-0.35646,CN1CCCCC1=O,12964
Cn1ccccc1=S,-0.36197,Cn1ccccc1=S,12965
CN1CCCCC1C(c1ccccc1)c1cccc(O)c1.Cl,-3.2718,CN1CCCCC1C(c1ccccc1)c1cccc(O)c1.Cl,12966
CN1CCCN(C(=S)SSC(=S)N2CCCN(C)CC2)CC1,0.18745,CN1CCCN(C(=S)SSC(=S)N2CCCN(C)CC2)CC1,12967
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-3.9905,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,12968
CN1CCCN(C)C1=O,-0.3532,CN1CCCN(C)C1=O,12969
CN1CCCN=C1/C=C/c1cccs1,-3.6207,CN1CCCN=C1/C=C/c1cccs1,12970
CN1CCCN=C1/C=C/c1cccs1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-3.6251,CN1CCCN=C1/C=C/c1cccs1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,12971
CN1CCCN=C1/C=C/c1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,-3.8474,CN1CCCN=C1/C=C/c1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,12972
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,-2.2908,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,12973
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-2.8792,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,12974
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,-3.5194,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,12975
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl.Cl,-3.564,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl.Cl,12976
CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl,-1.6374,CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl,12977
CN1CCN(C)C1=Nc1ncc([N+](=O)[O-])s1,-1.1538,CN1CCN(C)C1=Nc1ncc([N+](=O)[O-])s1,12978
CN1CCN(C)C1=O,0.78905,CN1CCN(C)C1=O,12979
CN1CCN(C)C1c1ccc(Cl)cc1,-0.93451,CN1CCN(C)C1c1ccc(Cl)cc1,12980
CN1CCN(C)C1c1ccccc1,-0.13222,CN1CCN(C)C1c1ccccc1,12981
CN1CCN(C)CC1,0.94236,CN1CCN(C)CC1,12982
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,-4.4439,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,12983
CN1CCN(C2=NC3CCCCC3CC3CCCCC23)CC1,-3.2155,CN1CCN(C2=NC3CCCCC3CC3CCCCC23)CC1,12984
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,-3.2155,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,12985
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,-4.5509,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,12986
CN1CCN(C2=NC3CCCCC3SC3CCC(Cl)CC23)CC1,-4.0975,CN1CCN(C2=NC3CCCCC3SC3CCC(Cl)CC23)CC1,12987
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,-4.0975,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,12988
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,-2.68,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,12989
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,-4.72,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,12990
CN1CCN(C2Cc3ccccc3[S+]([O-])c3ccccc32)CC1.O=C(O)/C=C\C(=O)O,-4.2326,CN1CCN(C2Cc3ccccc3[S+]([O-])c3ccccc32)CC1.O=C(O)/C=C\C(=O)O,12991
CN1CCN(C2Cc3ccccc3Sc3c(Br)cccc32)CC1.O=C(O)/C=C\C(=O)O,-6.4204,CN1CCN(C2Cc3ccccc3Sc3c(Br)cccc32)CC1.O=C(O)/C=C\C(=O)O,12992
CN1CCN(C2Cc3ccccc3Sc3c(F)cccc32)CC1.O=C(O)/C=C\C(=O)O,-5.4073,CN1CCN(C2Cc3ccccc3Sc3c(F)cccc32)CC1.O=C(O)/C=C\C(=O)O,12993
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O,-5.901,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O,12994
CN1CCN(C2Cc3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1.O=C(O)/C=C\C(=O)O,-4.4334,CN1CCN(C2Cc3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1.O=C(O)/C=C\C(=O)O,12995
CN1CCN(C2Cc3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,-5.1114,CN1CCN(C2Cc3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,12996
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,-5.87,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,12997
CN1CCN(c2nc(-c3ccccc3)c(-c3ccccc3)o2)CC1,-4.0419,CN1CCN(c2nc(-c3ccccc3)c(-c3ccccc3)o2)CC1,12998
CN1CCN(C2NC(C3CCCCC3)C(C3CCCCC3)O2)CC1,-4.0419,CN1CCN(C2NC(C3CCCCC3)C(C3CCCCC3)O2)CC1,12999
CN1CCN(CC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1,-2.9684,CN1CCN(CC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1,13000
CN1CCN(CC(=O)N2C(C)(C)C=C(c3ccccc3)CC2(C)C)CC1,-4.6599,CN1CCN(CC(=O)N2C(C)(C)C=C(c3ccccc3)CC2(C)C)CC1,13001
CN1CCN(CC(=O)N2C(C)(C)CCCC2(C)C)CC1,-2.7981,CN1CCN(CC(=O)N2C(C)(C)CCCC2(C)C)CC1,13002
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,-3.6755,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,13003
CN1CCN(CC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)CC1,-2.9895,CN1CCN(CC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)CC1,13004
CN1CCN(CC(C(=O)c2ccccc2)c2ccccc2)CC1.Cl.Cl,-2.745,CN1CCN(CC(C(=O)c2ccccc2)c2ccccc2)CC1.Cl.Cl,13005
CN1CCN(CC(C(=O)C2CNC3CCCCC32)C2CCCCC2)CC1,-2.9895,CN1CCN(CC(C(=O)C2CNC3CCCCC32)C2CCCCC2)CC1,13006
CN1CCN(CC(O)(c2ccccc2)c2ccccc2)CC1,-2.0232,CN1CCN(CC(O)(c2ccccc2)c2ccccc2)CC1,13007
CN1CCN(CC/C=C2/C3CCCCC3SC3CCC(S(=O)(=O)N(C)C)CC23)CC1,-5.7662,CN1CCN(CC/C=C2/C3CCCCC3SC3CCC(S(=O)(=O)N(C)C)CC23)CC1,13008
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-5.7662,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,13009
CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-5.7639,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,13010
CN1CCN(Cc2ccc(Cl)nc2)C1=NC#N,-2.13,CN1CCN(Cc2ccc(Cl)nc2)C1=NC#N,13011
CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-5.3,CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,13012
CN1CCN(CC2COC3(O2)c2ccccc2CCc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-5.497,CN1CCN(CC2COC3(O2)c2ccccc2CCc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,13013
CN1CCN(CC2COC3(O2)c2ccccc2COc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-4.6944,CN1CCN(CC2COC3(O2)c2ccccc2COc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,13014
CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-2.6011,CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,13015
CN1CCN(CCC=C2c3ccccc3Sc3ccccc32)CC1.Cl.Cl,-5.5668,CN1CCN(CCC=C2c3ccccc3Sc3ccccc32)CC1.Cl.Cl,13016
CN1CCN(CCC23CC4CC(CC(C4)C2)C3)CC1.Cl.Cl,-3.3494,CN1CCN(CCC23CC4CC(CC(C4)C2)C3)CC1.Cl.Cl,13017
CN1CCN(CCCC2c3ccccc3Sc3ccccc32)CC1.Cl.Cl,-5.9,CN1CCN(CCCC2c3ccccc3Sc3ccccc32)CC1.Cl.Cl,13018
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,-8.4436,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,13019
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.CS(=O)(=O)O,-6.2956,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.CS(=O)(=O)O,13020
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,-6.406,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,13021
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-4.5377,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,13022
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O,-5.4455,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O,13023
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,-5.1936,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,13024
CN1CCN(CCCOC(=O)N2c3ccccc3Sc3cccnc32)CC1,-5.4578,CN1CCN(CCCOC(=O)N2c3ccccc3Sc3cccnc32)CC1,13025
CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,-2.8507,CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,13026
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,-4.6571,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,13027
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl,-1.3871,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl,13028
CN1CCN=C1Nc1ncc([N+](=O)[O-])s1,-2.7855,CN1CCN=C1Nc1ncc([N+](=O)[O-])s1,13029
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,-4.1459,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,13030
CN1CCN2c3ccccc3CCC2C1.Cl,-1.968,CN1CCN2c3ccccc3CCC2C1.Cl,13031
Cn1ccnc1,1.0856,Cn1ccnc1,13032
Cn1ccnc1[N+](=O)[O-],-0.3741,Cn1ccnc1[N+](=O)[O-],13033
Cn1ccnc1S,0.24348,Cn1ccnc1S,13034
CN1CCOC(c2ccccc2)c2ccccc2C1,-2.6452,CN1CCOC(c2ccccc2)c2ccccc2C1,13035
CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,-2.7032,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,13036
CN1CCOC(O)(c2ccccc2)C1.Cl,-0.99307,CN1CCOC(O)(c2ccccc2)C1.Cl,13037
CN1CCOCC1,1,CN1CCOCC1,13038
CN1CCSC1=N,-0.73069,CN1CCSC1=N,13039
Cn1ccsc1=NS(=O)(=O)c1ccc(N)cc1,-3.0879,Cn1ccsc1=NS(=O)(=O)c1ccc(N)cc1,13040
CN1CCSC1=S,-1.5623,CN1CCSC1=S,13041
Cn1cn[nH]c1=S,-1.6497,Cn1cn[nH]c1=S,13042
Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,-2.5388,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,13043
CN1CNC([N+](=O)[O-])C1SC1NC(N)NC2NCNC21,-2.5388,CN1CNC([N+](=O)[O-])C1SC1NC(N)NC2NCNC21,13044
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-3.1659,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,13045
Cn1cnc(=O)c2[nH]cnc21,-1.5,Cn1cnc(=O)c2[nH]cnc21,13046
Cn1cnc(=O)c2ccccc21,-1.4345,Cn1cnc(=O)c2ccccc21,13047
Cn1cnc(Cl)c1[N+](=O)[O-],-1.3593,Cn1cnc(Cl)c1[N+](=O)[O-],13048
Cn1cnc(N)c2ncnc1-2,-0.48097,Cn1cnc(N)c2ncnc1-2,13049
CN1CNC(N)C2NCNC21,-0.48097,CN1CNC(N)C2NCNC21,13050
